Comment,Designator,Footprint,LCSC,Quantity
D,"D28,D29,D30,D31,D32,D33,D35,D36,D37,D39,D40,D41,D43,D44,D45,D46,D47,D48,D49,D50,D51,DI10,DI11,DI7,DI8,DI9,DS10,DS11,DS7,DS8,DS9",Diode_SMD,C2099,31
