Comment,Designator,Footprint,LCSC,Quantity
D,"D1,D10,D11,D13,D14,D15,D16,D17,D18,D19,D2,D20,D21,D22,D23,D24,D25,D26,D27,D3,D5,D6,D7,D9,DI1,DI2,DI3,DI4,DI5,DI6,DS1,DS2,DS3,DS4,DS5,DS6",Diode_SMD,C2099,36
